,cleaningDay,Run,HCW_related_infecs,Number_of_Patients_sick,prob_patient_sick,prob_new_patient,prob_transmission,isolation_factor,isolate_sick,isolation_time,icu_hcw_wash_rate,outside_hcw_wash_rate,height,width
0,30,0,2,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
1,30,1,0,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
2,30,2,0,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
3,30,3,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
4,30,4,1,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
5,30,5,1,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
6,30,6,1,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
7,30,7,1,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
8,30,8,3,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
9,30,9,0,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
10,30,10,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
11,30,11,3,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
12,30,12,4,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
13,30,13,0,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
14,30,14,2,5,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
15,30,15,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
16,30,16,0,5,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
17,30,17,1,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
18,30,18,0,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
19,30,19,0,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
20,30,20,0,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
21,30,21,1,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
22,30,22,3,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
23,30,23,0,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
24,30,24,0,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
25,30,25,3,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
26,30,26,0,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
27,30,27,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
28,30,28,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
29,30,29,1,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
30,30,30,0,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
31,30,31,2,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
32,30,32,0,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
33,30,33,0,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
34,30,34,3,5,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
35,30,35,1,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
36,30,36,1,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
37,30,37,0,5,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
38,30,38,2,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
39,30,39,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
40,30,40,0,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
41,30,41,2,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
42,30,42,0,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
43,30,43,1,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
44,30,44,0,5,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
45,30,45,2,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
46,30,46,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
47,30,47,0,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
48,30,48,1,5,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
49,30,49,0,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
50,90,50,4,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
51,90,51,1,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
52,90,52,3,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
53,90,53,4,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
54,90,54,1,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
55,90,55,2,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
56,90,56,2,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
57,90,57,2,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
58,90,58,5,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
59,90,59,1,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
60,90,60,1,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
61,90,61,2,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
62,90,62,4,5,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
63,90,63,1,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
64,90,64,6,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
65,90,65,3,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
66,90,66,5,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
67,90,67,2,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
68,90,68,2,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
69,90,69,4,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
70,90,70,5,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
71,90,71,0,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
72,90,72,4,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
73,90,73,1,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
74,90,74,2,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
75,90,75,2,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
76,90,76,3,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
77,90,77,2,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
78,90,78,1,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
79,90,79,2,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
80,90,80,3,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
81,90,81,2,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
82,90,82,2,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
83,90,83,4,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
84,90,84,0,5,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
85,90,85,5,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
86,90,86,2,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
87,90,87,3,6,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
88,90,88,2,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
89,90,89,3,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
90,90,90,3,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
91,90,91,2,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
92,90,92,1,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
93,90,93,3,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
94,90,94,3,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
95,90,95,5,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
96,90,96,2,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
97,90,97,4,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
98,90,98,4,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
99,90,99,2,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
100,180,100,4,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
101,180,101,2,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
102,180,102,7,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
103,180,103,6,5,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
104,180,104,6,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
105,180,105,6,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
106,180,106,6,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
107,180,107,3,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
108,180,108,5,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
109,180,109,2,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
110,180,110,7,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
111,180,111,5,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
112,180,112,4,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
113,180,113,2,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
114,180,114,11,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
115,180,115,7,6,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
116,180,116,7,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
117,180,117,3,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
118,180,118,6,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
119,180,119,9,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
120,180,120,5,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
121,180,121,4,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
122,180,122,3,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
123,180,123,10,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
124,180,124,4,5,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
125,180,125,4,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
126,180,126,5,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
127,180,127,7,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
128,180,128,6,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
129,180,129,2,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
130,180,130,5,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
131,180,131,3,5,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
132,180,132,5,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
133,180,133,4,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
134,180,134,4,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
135,180,135,0,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
136,180,136,8,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
137,180,137,6,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
138,180,138,4,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
139,180,139,10,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
140,180,140,2,5,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
141,180,141,4,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
142,180,142,6,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
143,180,143,3,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
144,180,144,4,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
145,180,145,4,6,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
146,180,146,5,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
147,180,147,5,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
148,180,148,8,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
149,180,149,10,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
150,360,150,14,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
151,360,151,8,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
152,360,152,6,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
153,360,153,12,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
154,360,154,6,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
155,360,155,12,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
156,360,156,15,6,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
157,360,157,13,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
158,360,158,11,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
159,360,159,10,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
160,360,160,12,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
161,360,161,8,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
162,360,162,8,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
163,360,163,12,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
164,360,164,10,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
165,360,165,7,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
166,360,166,14,5,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
167,360,167,8,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
168,360,168,14,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
169,360,169,12,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
170,360,170,13,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
171,360,171,14,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
172,360,172,11,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
173,360,173,9,5,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
174,360,174,7,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
175,360,175,16,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
176,360,176,8,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
177,360,177,12,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
178,360,178,10,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
179,360,179,14,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
180,360,180,12,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
181,360,181,11,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
182,360,182,6,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
183,360,183,7,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
184,360,184,9,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
185,360,185,13,5,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
186,360,186,8,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
187,360,187,12,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
188,360,188,11,4,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
189,360,189,11,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
190,360,190,9,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
191,360,191,13,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
192,360,192,10,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
193,360,193,13,0,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
194,360,194,13,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
195,360,195,5,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
196,360,196,8,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
197,360,197,11,1,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
198,360,198,11,2,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
199,360,199,12,3,0.01,0.003,5e-05,0.75,True,14,0.9,0.9,11,32
